Hotel Name,Price (SAR),Rating,Reviews,Address,Check-in,Check-out,Search Area,Religious_Context,Latitude,Longitude,Stay_Duration,City_Madinah,City_Makkah,City_Taif,Season_Type_Hajj Peak,Season_Type_Pre-Hajj,Season_Type_Ramadan Season,Season_Type_Regular Umrah,Price_Category_Budget,Price_Category_Mid-Range,Price_Category_Premium,Price_Category_Luxury
Four Points by Sheraton Makkah Al Naseem,-0.16158645049780954,0.2027147951498152,1.1255887530740232,"Lat: 21.3803482, Lng: 39.874021299999995",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.3803482,39.8740213,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق نوفوتيل ذاخر مكة,-0.19655723193735425,0.2027147951498152,0.5161447070434924,"Lat: 21.445215500000003, Lng: 39.8343673",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.445215500000003,39.8343673,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق ربا تايم,-0.2130140702618459,0.8769535735213068,0.17282779081113722,"Lat: 21.4708984, Lng: 39.8434205",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.4708984,39.8434205,0.0,False,True,False,False,False,False,True,True,False,False,False
هوليداي إن مكة العزيزية,-0.1897002159688161,-0.2467777237645132,0.7425465492625714,"Lat: 21.4163086, Lng: 39.860443",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.4163086,39.860443,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق كوبثورن مكة النسيم,-0.15404373293241752,0.2027147951498152,-0.21139863566527406,"Lat: 21.3808384, Lng: 39.8727707",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.3808384,39.8727707,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق برج الهاشمية,-0.30215527785284224,-0.6962702426788416,-0.3348807626387803,"Lat: 21.4094637, Lng: 39.802396699999996",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.4094637,39.8023967,0.0,False,True,False,False,False,False,True,True,False,False,False
Blue Coral Hotel,-0.21027126387443063,-0.47152398322167743,-0.33208169088523964,"Lat: 21.4250708, Lng: 39.791454099999996",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.4250708,39.7914541,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق فيوليت الششه,-0.24524204531397537,-0.2467777237645132,0.09391549868247108,"Lat: 21.4348187, Lng: 39.8499244",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.4348187,39.8499244,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق ميلينيوم مكة النسيم,-0.1567865393198328,0.42746105460697836,1.0515210082111006,"Lat: 21.380888499999998, Lng: 39.8720317",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.3808885,39.8720317,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق أبراج الكسوة,-0.10261611316838117,-0.47152398322167743,1.5839905810192627,"Lat: 21.4291537, Lng: 39.8133742",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.4291537,39.8133742,0.0,False,True,False,False,False,False,True,False,True,False,False
ماريوت كورت يارد,-0.046388582226368075,0.6522073140641436,-0.24380327404280275,"Lat: 21.4041529, Lng: 39.8304166",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.4041529,39.8304166,0.0,False,True,False,False,False,False,True,False,True,False,False
دبل تري من هيلتون مكة العزيزية,-0.0923305892155739,0.6522073140641436,0.02932153513922457,"Lat: 21.4010098, Lng: 39.872546199999995",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.4010098,39.8725462,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق ومركز مؤتمرات هيلتون جبل عمر مكة,0.6921120375851941,1.10169983297847,1.6114430155251425,"Lat: 21.422803599999998, Lng: 39.82008580000001",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.4228036,39.82008580000001,0.0,False,True,False,False,False,False,True,False,False,False,True
فندق إيلاف قنوان,-0.21575687664926116,0.42746105460697836,-0.23336058326997788,"Lat: 21.415976999999998, Lng: 39.8065384",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.415977,39.8065384,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق بولمان زمزم مكة,0.8683373479766254,1.10169983297847,6.161980090540953,"Lat: 21.4196355, Lng: 39.8237376",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.4196355,39.8237376,0.0,False,True,False,False,False,False,True,False,False,False,True
فندق الإباء,0.06880928604507339,-0.2467777237645132,-0.1670441140322448,"Lat: 21.4244292, Lng: 39.816535200000004",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.4244292,39.8165352,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق أبراج المسك | ABRAJ ALMISK HOTEL,-0.22192819102094555,-0.2467777237645132,-0.19621905423261116,"Lat: 21.4275144, Lng: 39.8058432",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.4275144,39.8058432,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق العنوان جبل عمر مكة,0.8436520904898879,1.10169983297847,1.3604954671596297,"Lat: 21.4215625, Lng: 39.8188125",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.4215625,39.8188125,0.0,False,True,False,False,False,False,True,False,False,False,True
سرايا سين للشقق المخدومة - Two-Bedroom Studio Apartment,-0.24592774691082916,-0.02203146430735001,-0.3736371407647282,"Lat: 21.465499877929688, Lng: 39.802490234375",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.465499877929688,39.802490234375,0.0,False,True,False,False,False,False,True,True,False,False,False
Zwar Alharam Makkah Hotel - Family Room,-0.12935847544568008,-0.02203146430735001,-0.3736371407647282,"Lat: 21.43478012084961, Lng: 39.81903839111328",2026-02-15,2026-02-20,Hotels in Makkah,Regular travel season with moderate hotel demand,21.43478012084961,39.81903839111328,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق الميقات اجياد,-0.09095918602186626,-0.9210165021360048,-0.33208169088523964,"Lat: 21.4197991, Lng: 39.828957599999995",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.4197991,39.8289576,0.0,False,True,False,False,False,False,True,False,True,False,False
تلال جبل الكعبة,0.7311970286058618,0.42746105460697836,0.2944797554842515,"Lat: 21.425438300000003, Lng: 39.819535099999996",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.425438300000003,39.8195351,0.0,False,True,False,False,False,False,True,False,False,False,True
نور الصلاح,-0.09095918602186626,-2.269494058878989,-0.3359573286978344,"Lat: 21.4261777, Lng: 39.8193602",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.4261777,39.8193602,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق ازكى المقام,-0.09095918602186626,-0.2467777237645132,0.037503437188035796,"Lat: 21.4201089, Lng: 39.8280633",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.4201089,39.8280633,0.0,False,True,False,False,False,False,True,False,True,False,False
أبراج الساعة مكة المكرمه,-0.09095918602186626,1.3264460924356352,6.207841804656658,"Lat: 21.4191164, Lng: 39.8255149",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.4191164,39.8255149,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق جراند زمزم,-0.09095918602186626,0.8769535735213068,-0.36922321992260637,"Lat: 21.4187536, Lng: 39.824337899999996",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.4187536,39.8243379,0.0,False,True,False,False,False,False,True,False,True,False,False
الصفوة رويال أوركيد,0.8498234048615723,0.2027147951498152,0.4853549177545449,"Lat: 21.4196875, Lng: 39.82656250000001",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.4196875,39.82656250000001,0.0,False,True,False,False,False,False,True,False,False,False,True
فندق برج الجوار,-0.09095918602186626,-1.3705090210503332,-0.2980622034191298,"Lat: 21.419297999999998, Lng: 39.8280641",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.419298,39.8280641,0.0,False,True,False,False,False,False,True,False,True,False,False
Adress,-0.09095918602186626,-0.6962702426788416,-0.37094572561709294,"Lat: 21.4216489, Lng: 39.8188332",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.4216489,39.8188332,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق ميره اجياد مكة,-0.09095918602186626,-0.02203146430735001,-0.2385281003534376,"Lat: 21.4206202, Lng: 39.830363999999996",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.4206202,39.830364,0.0,False,True,False,False,False,False,True,False,True,False,False
مآثر الإيمان أجياد,-0.09095918602186626,-0.9210165021360048,-0.27491603314946644,"Lat: 21.4175564, Lng: 39.8292837",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.4175564,39.8292837,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق إيلاف أجياد,-0.09095918602186626,-1.8200015399646616,-0.08640931620909209,"Lat: 21.4179614, Lng: 39.8288399",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.4179614,39.8288399,0.0,False,True,False,False,False,False,True,False,True,False,False
شيراتون مكة جبل الكعبة,-0.09095918602186626,0.2027147951498152,0.4774959855234499,"Lat: 21.425969, Lng: 39.819486",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.425969,39.819486,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق أنجم مكة,-0.09095918602186626,1.10169983297847,2.7940508313960803,"Lat: 21.4248063, Lng: 39.8197542",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.4248063,39.8197542,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق الصفوة البرج الثالث Al Safwah Hotel Third Tower 3,-0.09095918602186626,-0.02203146430735001,-0.2972009505718865,"Lat: 21.4195909, Lng: 39.8266077",2026-02-15,2026-02-20,Hotels near Masjid al Haram,Regular travel season with moderate hotel demand,21.4195909,39.8266077,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق نور منازل الكرام أجياد السد,-0.125929967461411,-2.7189865777933173,-0.3585652159379707,"Lat: 21.421980899999998, Lng: 39.8337667",2026-02-15,2026-02-20,Hotels in Ajyad Makkah,Regular travel season with moderate hotel demand,21.4219809,39.8337667,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق أجياد الجوار | Ajyad Aljiwar Hotel,-0.09095918602186626,-0.9210165021360048,-0.3101197432805358,"Lat: 21.4205571, Lng: 39.8302943",2026-02-15,2026-02-20,Hotels in Ajyad Makkah,Regular travel season with moderate hotel demand,21.4205571,39.8302943,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق مرقد أجياد,0.28960520023200287,-1.145762761593169,-0.3410171891753887,"Lat: 21.414354, Lng: 39.8281543",2026-02-15,2026-02-20,Hotels in Ajyad Makkah,Regular travel season with moderate hotel demand,21.414354,39.8281543,0.0,False,True,False,False,False,False,True,False,False,True,False
فندق الماسة جراند,0.40068885892232137,1.3264460924356352,0.5932268368717666,"Lat: 21.4144556, Lng: 39.8274933",2026-02-15,2026-02-20,Hotels in Ajyad Makkah,Regular travel season with moderate hotel demand,21.4144556,39.8274933,0.0,False,True,False,False,False,False,True,False,False,True,False
فندق أمجاد اجياد,-0.09095918602186626,-0.6962702426788416,-0.2600594215345198,"Lat: 21.4159218, Lng: 39.8298359",2026-02-15,2026-02-20,Hotels in Ajyad Makkah,Regular travel season with moderate hotel demand,21.4159218,39.8298359,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق نور الثريا,-0.09095918602186626,0.42746105460697836,-0.28083714647426405,"Lat: 21.417244, Lng: 39.829748099999996",2026-02-15,2026-02-20,Hotels in Ajyad Makkah,Regular travel season with moderate hotel demand,21.417244,39.8297481,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق فجر النسك اجياد,-0.09095918602186626,-0.47152398322167743,-0.25155454966799234,"Lat: 21.4210752, Lng: 39.8323554",2026-02-15,2026-02-20,Hotels in Ajyad Makkah,Regular travel season with moderate hotel demand,21.4210752,39.8323554,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق الرحاب,-0.09095918602186626,-0.6962702426788416,-0.24649468919043802,"Lat: 21.413779299999998, Lng: 39.8275522",2026-02-15,2026-02-20,Hotels in Ajyad Makkah,Regular travel season with moderate hotel demand,21.4137793,39.8275522,0.0,False,True,False,False,False,False,True,False,True,False,False
الزيادي اجياد,-0.09095918602186626,-0.6962702426788416,-0.3417707854167266,"Lat: 21.413645199999998, Lng: 39.8277059",2026-02-15,2026-02-20,Hotels in Ajyad Makkah,Regular travel season with moderate hotel demand,21.4136452,39.8277059,0.0,False,True,False,False,False,False,True,False,True,False,False
بيست ويسترن أجياد مكة | Best Western Ajyad Makkah,-0.09095918602186626,-0.6962702426788416,-0.3148566339403739,"Lat: 21.418094800000002, Lng: 39.8345549",2026-02-15,2026-02-20,Hotels in Ajyad Makkah,Regular travel season with moderate hotel demand,21.4180948,39.8345549,0.0,False,True,False,False,False,False,True,False,True,False,False
Rayanat Ajyad Hotel,-0.09095918602186626,0.8769535735213068,-0.37180697846433625,"Lat: 21.414977, Lng: 39.8302123",2026-02-15,2026-02-20,Hotels in Ajyad Makkah,Regular travel season with moderate hotel demand,21.414977,39.8302123,0.0,False,True,False,False,False,False,True,False,True,False,False
مكارم أجياد مكة,-0.09095918602186626,1.3264460924356352,2.838620666240921,"Lat: 21.417142600000002, Lng: 39.828104",2026-02-15,2026-02-20,Hotels in Ajyad Makkah,Regular travel season with moderate hotel demand,21.4171426,39.828104,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق انوار الضيافة,-0.09095918602186626,-0.9210165021360048,-0.27179399157820955,"Lat: 21.4205306, Lng: 39.830311699999996",2026-02-15,2026-02-20,Hotels in Ajyad Makkah,Regular travel season with moderate hotel demand,21.4205306,39.8303117,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق لؤلؤة المسك,-0.2808985283503739,-1.5952552805074973,-0.3676083708340252,"Lat: 21.4182739, Lng: 39.8646622",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4182739,39.8646622,0.0,False,True,False,False,False,False,True,True,False,False,False
Emaar Forum,-0.2623845852353208,-0.47152398322167743,-0.37137635204071456,"Lat: 21.417064999999997, Lng: 39.86545",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.417065,39.86545,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق نجمة اسراء,-0.2774700203661048,-0.47152398322167743,-0.35673505363757874,"Lat: 21.4129222, Lng: 39.8671059",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4129222,39.8671059,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق وسيم العزيزية,-0.2514133596856597,-0.6962702426788416,-0.3559814573962408,"Lat: 21.405595700000003, Lng: 39.861436399999995",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.405595700000003,39.8614364,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق مونتانا العزيزية,-0.2356422229580219,-1.3705090210503332,-0.24746359864358672,"Lat: 21.4165273, Lng: 39.8599336",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4165273,39.8599336,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق ميدان,-0.20615705429330772,-0.02203146430735001,0.3215015635665096,"Lat: 21.4170786, Lng: 39.8546088",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4170786,39.8546088,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق اليقين,-0.27061300439756664,-0.02203146430735001,-0.26673413110065525,"Lat: 21.4160492, Lng: 39.8622464",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4160492,39.8622464,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق إيلاف بكة,-0.18078609520971645,-0.02203146430735001,0.8519256608624688,"Lat: 21.422549699999998, Lng: 39.849276499999995",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4225497,39.8492765,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق سويتس المقام - Suites Almaqam Hotel,-0.12318716107399572,0.2027147951498152,-0.2008482882865438,"Lat: 21.4198247, Lng: 39.8649596",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4198247,39.8649596,0.0,False,True,False,False,False,False,True,False,True,False,False
جوري الهدا,-0.2054713526964539,0.8769535735213068,-0.35738099327301115,"Lat: 21.4114026, Lng: 39.8589744",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4114026,39.8589744,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق سنود المروة | Snood Al-Marwa Hotel,-0.25484186766992883,-0.2467777237645132,-0.343708604323024,"Lat: 21.421134199999997, Lng: 39.8586552",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4211342,39.8586552,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق سيف بلص 2 من اورفانا,-0.1869574095814008,1.3264460924356352,-0.2972009505718865,"Lat: 21.423092399999998, Lng: 39.850193499999996",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4230924,39.8501935,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق الهندباء - hindibaa hotel,-0.2507276580888059,-0.47152398322167743,-0.3480148685592404,"Lat: 21.408107899999997, Lng: 39.861044299999996",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4081079,39.8610443,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق كنان العزيزية,-0.22672810219892225,-0.2467777237645132,-0.3079666111624276,"Lat: 21.4198187, Lng: 39.858604",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4198187,39.858604,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق العرب مشاعر,-0.2939268586905964,-1.145762761593169,-0.31334944145769816,"Lat: 21.4106159, Lng: 39.867564099999996",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4106159,39.8675641,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق ذوق الخيال,-0.13552978981736444,-0.47152398322167743,-0.33714155136279395,"Lat: 21.4125479, Lng: 39.86540300000001",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4125479,39.86540300000001,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق جواهر الهدى,-0.1677577648694939,0.2027147951498152,-0.3620102273269438,"Lat: 21.421820699999998, Lng: 39.8576409",2026-02-15,2026-02-20,Hotels in Aziziyah Makkah,Regular travel season with moderate hotel demand,21.4218207,39.8576409,0.0,False,True,False,False,False,False,True,True,False,False,False
فندق قصر رزق,-0.18558600638769318,1.3264460924356352,-0.12042880367520191,"Lat: 21.404034799999998, Lng: 39.8172478",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4040348,39.8172478,0.0,False,True,False,False,False,False,True,True,False,False,False
Makarem Um Al Qura Hotel,-0.1499295233512946,0.42746105460697836,0.8238272867211566,"Lat: 21.4023114, Lng: 39.8307328",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4023114,39.8307328,0.0,False,True,False,False,False,False,True,True,False,False,False
WEDAM AL MISFALAH HOTEL 6,-0.09095918602186626,-0.02203146430735001,-0.3647016424745791,"Lat: 21.4043936, Lng: 39.8177251",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4043936,39.8177251,0.0,False,True,False,False,False,False,True,False,True,False,False
Emaar Elite Hotel,-0.09095918602186626,0.2027147951498152,-0.2565067535396412,"Lat: 21.4093584, Lng: 39.8293463",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4093584,39.8293463,0.0,False,True,False,False,False,False,True,False,True,False,False
فوكو مكه,-0.0031893816245775262,0.6522073140641436,1.8056555325785035,"Lat: 21.407812, Lng: 39.818487",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.407812,39.818487,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق الماسة بدر,-0.09095918602186626,0.8769535735213068,0.1697057492398803,"Lat: 21.4131952, Lng: 39.8215761",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4131952,39.8215761,0.0,False,True,False,False,False,False,True,False,True,False,False
لؤلؤة التوحيد,-0.09095918602186626,-1.145762761593169,-0.1878218389719891,"Lat: 21.4109415, Lng: 39.8194078",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4109415,39.8194078,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق سيف المجد,0.026295787040136655,-0.2467777237645132,-0.1611230007074472,"Lat: 21.4124269, Lng: 39.8246069",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4124269,39.8246069,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق الاصاله البكيه - AlAsala AlBakia Hotel,0.4953156792881483,-1.8200015399646616,-0.36330210659780876,"Lat: 21.4028849, Lng: 39.8194215",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4028849,39.8194215,0.0,False,True,False,False,False,False,True,False,False,True,False
فندق عبير الفضيله,-0.09095918602186626,-0.47152398322167743,-0.31259584521636025,"Lat: 21.405003699999998, Lng: 39.8172299",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4050037,39.8172299,0.0,False,True,False,False,False,False,True,False,True,False,False
Emaar Dewan Al Sud,-0.09095918602186626,-0.9210165021360048,-0.3726682313115795,"Lat: 21.410600000000002, Lng: 39.82763",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4106,39.82763,0.0,False,True,False,False,False,False,True,False,True,False,False
ميسان الملتقى,-0.09095918602186626,-0.9210165021360048,-0.36696243119859273,"Lat: 21.4043253, Lng: 39.8167575",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4043253,39.8167575,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق اراك الشريعة مكة ARAK AL-SHARIA HOTEL,-0.06421682374456734,0.8769535735213068,-0.36125663108560596,"Lat: 21.4046111, Lng: 39.8304167",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4046111,39.8304167,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق برج الضيافة,-0.09095918602186626,-0.47152398322167743,-0.32766777004311776,"Lat: 21.4107651, Lng: 39.8225507",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4107651,39.8225507,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق اعمار المنار,-0.09095918602186626,0.42746105460697836,-0.18728355594246204,"Lat: 21.4133755, Lng: 39.821685699999996",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4133755,39.8216857,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق الزائر بلازا,-0.09095918602186626,-1.5952552805074973,-0.28234433895693983,"Lat: 21.403618899999998, Lng: 39.8189036",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.4036189,39.8189036,0.0,False,True,False,False,False,False,True,False,True,False,False
Al Fajr Al Badea 1 Hotel,-0.09095918602186626,-0.02203146430735001,-0.3626561669623763,"Lat: 21.40662, Lng: 39.820499999999996",2026-02-15,2026-02-20,Hotels in Al Misfalah Makkah,Regular travel season with moderate hotel demand,21.40662,39.8205,0.0,False,True,False,False,False,False,True,False,True,False,False
دبل ترى باي هيلتون جبل عمر مكة,0.48777296172275625,0.8769535735213068,0.5574848437111701,"Lat: 21.4231692, Lng: 39.8178141",2026-02-15,2026-02-20,Hotels in Al Shubaikah Makkah,Regular travel season with moderate hotel demand,21.4231692,39.8178141,0.0,False,True,False,False,False,False,True,False,False,True,False
ماريوت جبل عمر,-0.09095918602186626,0.42746105460697836,0.6559906381146211,"Lat: 21.4232245, Lng: 39.819054099999995",2026-02-15,2026-02-20,Hotels in Al Shubaikah Makkah,Regular travel season with moderate hotel demand,21.4232245,39.8190541,0.0,False,True,False,False,False,False,True,False,True,False,False
كونراد جبل عمر مكة,-0.09095918602186626,1.3264460924356352,1.2841669335726935,"Lat: 21.4193856, Lng: 39.8223985",2026-02-15,2026-02-20,Hotels in Al Shubaikah Makkah,Regular travel season with moderate hotel demand,21.4193856,39.8223985,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق اعمار جراند,-0.09095918602186626,-0.02203146430735001,0.7379173152086387,"Lat: 21.4131301, Lng: 39.8219821",2026-02-15,2026-02-20,Hotels in Al Shubaikah Makkah,Regular travel season with moderate hotel demand,21.4131301,39.8219821,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق إيلاف كندة,0.8175954298094429,0.6522073140641436,0.3126737218822659,"Lat: 21.418849299999998, Lng: 39.8242324",2026-02-15,2026-02-20,Hotels in Al Shubaikah Makkah,Regular travel season with moderate hotel demand,21.4188493,39.8242324,0.0,False,True,False,False,False,False,True,False,False,False,True
جبل عمر حياة ريجنسي,-0.09095918602186626,0.6522073140641436,1.6196249175739537,"Lat: 21.4208406, Lng: 39.8221037",2026-02-15,2026-02-20,Hotels in Al Shubaikah Makkah,Regular travel season with moderate hotel demand,21.4208406,39.8221037,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق جبل عمر جميرا,1.7007790865571608,1.10169983297847,0.293833815848819,"Lat: 21.4186785, Lng: 39.8224139",2026-02-15,2026-02-20,Hotels in Al Shubaikah Makkah,Regular travel season with moderate hotel demand,21.4186785,39.8224139,0.0,False,True,False,False,False,False,True,False,False,False,True
فندق العليان الخليل مكة,-0.09095918602186626,-0.6962702426788416,-0.22797775297470735,"Lat: 21.4128075, Lng: 39.8214968",2026-02-15,2026-02-20,Hotels in Al Shubaikah Makkah,Regular travel season with moderate hotel demand,21.4128075,39.8214968,0.0,False,True,False,False,False,False,True,False,True,False,False
فندق أعمار الخليل,-0.09095918602186626,-0.2467777237645132,-0.218719284866842,"Lat: 21.4139408, Lng: 39.822314299999995",2026-02-15,2026-02-20,Hotels in Al Shubaikah Makkah,Regular travel season with moderate hotel demand,21.4139408,39.8223143,0.0,False,True,False,False,False,False,True,False,True,False,False
